Timestamp,Rate
2020-02-20 20:35:40,0
2020-02-20 20:36:05,0
2020-02-20 20:36:10,0
2020-02-20 20:36:17,83
2020-02-20 20:36:20,85
2020-02-20 20:36:25,85
2020-02-20 20:36:32,91
2020-02-20 20:36:35,91
2020-02-20 20:36:40,92
2020-02-20 20:36:47,95
2020-02-20 20:36:50,98
2020-02-20 20:36:55,101
2020-02-20 20:37:02,102
2020-02-20 20:37:05,104
2020-02-20 20:37:10,102
2020-02-20 20:37:17,108
2020-02-20 20:37:20,111
2020-02-20 20:37:25,112
2020-02-20 20:37:32,127
2020-02-20 20:37:35,132
2020-02-20 20:37:40,131
2020-02-20 20:37:47,129
2020-02-20 20:37:50,130
2020-02-20 20:37:55,124
2020-02-20 20:38:02,113
2020-02-20 20:38:05,112
2020-02-20 20:38:10,110
2020-02-20 20:38:17,114
2020-02-20 20:38:20,120
2020-02-20 20:38:25,119
2020-02-20 20:38:32,118
2020-02-20 20:38:35,117
2020-02-20 20:38:40,117
2020-02-20 20:38:47,110
2020-02-20 20:38:50,105
2020-02-20 20:38:55,103
2020-02-20 20:39:02,106
2020-02-20 20:39:05,107
2020-02-20 20:39:10,113
2020-02-20 20:39:17,116
2020-02-20 20:39:20,115
2020-02-20 20:39:25,115
2020-02-20 20:39:32,118
2020-02-20 20:39:35,117
2020-02-20 20:39:40,118
2020-02-20 20:39:47,118
2020-02-20 20:39:50,118
2020-02-20 20:39:55,120
2020-02-20 20:40:02,122
2020-02-20 20:40:05,121
2020-02-20 20:40:10,122
2020-02-20 20:40:17,131
2020-02-20 20:40:20,131
2020-02-20 20:40:25,136
2020-02-20 20:40:32,140
2020-02-20 20:40:35,139
2020-02-20 20:40:40,138
2020-02-20 20:40:47,140
2020-02-20 20:40:50,140
2020-02-20 20:40:55,139
2020-02-20 20:41:02,143
2020-02-20 20:41:05,146
2020-02-20 20:41:10,141
2020-02-20 20:41:17,136
2020-02-20 20:41:20,135
2020-02-20 20:41:25,133
2020-02-20 20:41:32,127
2020-02-20 20:41:35,127
2020-02-20 20:41:40,134
2020-02-20 20:41:47,138
2020-02-20 20:41:50,139
2020-02-20 20:41:55,141
2020-02-20 20:42:02,142
2020-02-20 20:42:05,143
2020-02-20 20:42:10,145
2020-02-20 20:42:17,145
2020-02-20 20:42:20,145
2020-02-20 20:42:25,148
2020-02-20 20:42:32,139
2020-02-20 20:42:35,127
2020-02-20 20:42:40,104
2020-02-20 20:42:47,102
2020-02-20 20:42:50,99
2020-02-20 20:42:55,91
2020-02-20 20:43:02,91
2020-02-20 20:43:05,91
2020-02-20 20:43:10,95
2020-02-20 20:43:17,94
2020-02-20 20:43:20,94
2020-02-20 20:43:25,94
2020-02-20 20:43:32,96
2020-02-20 20:43:35,95
2020-02-20 20:43:40,91
2020-02-20 20:43:47,94
2020-02-20 20:43:50,97
2020-02-20 20:43:55,98
2020-02-20 20:44:02,101
2020-02-20 20:44:05,99
2020-02-20 20:44:10,94
2020-02-20 20:44:17,91
2020-02-20 20:44:20,90
2020-02-20 20:44:25,94
2020-02-20 20:44:32,94
2020-02-20 20:44:35,94
2020-02-20 20:44:40,97
2020-02-20 20:44:47,101
2020-02-20 20:44:50,102
2020-02-20 20:44:55,104
2020-02-20 20:45:02,108
2020-02-20 20:45:05,107
2020-02-20 20:45:10,107
2020-02-20 20:45:17,106
2020-02-20 20:45:20,106
2020-02-20 20:45:25,107
2020-02-20 20:45:32,105
2020-02-20 20:45:35,106
2020-02-20 20:45:40,104
2020-02-20 20:45:47,108
2020-02-20 20:45:50,109
2020-02-20 20:45:55,109
2020-02-20 20:46:02,110
2020-02-20 20:46:05,109
2020-02-20 20:46:10,106
2020-02-20 20:46:17,103
2020-02-20 20:46:20,101
2020-02-20 20:46:25,103
2020-02-20 20:46:32,99
2020-02-20 20:46:35,101
2020-02-20 20:46:40,98
2020-02-20 20:46:47,98
2020-02-20 20:46:50,98
2020-02-20 20:46:55,98
2020-02-20 20:47:02,98
2020-02-20 20:47:05,97
2020-02-20 20:47:10,94
2020-02-20 20:47:17,91
2020-02-20 20:47:20,92
2020-02-20 20:47:25,91
2020-02-20 20:47:32,87
2020-02-20 20:47:35,88
2020-02-20 20:47:40,89
2020-02-20 20:47:47,93
2020-02-20 20:47:50,93
2020-02-20 20:47:55,95
2020-02-20 20:48:02,94
2020-02-20 20:48:05,92
2020-02-20 20:48:10,89
2020-02-20 20:48:17,89
2020-02-20 20:48:20,90
2020-02-20 20:48:25,90
2020-02-20 20:48:32,93
2020-02-20 20:48:35,95
2020-02-20 20:48:40,96
2020-02-20 20:48:47,93
2020-02-20 20:48:50,93
2020-02-20 20:48:55,94
2020-02-20 20:49:02,97
2020-02-20 20:49:05,97
2020-02-20 20:49:10,95
2020-02-20 20:49:17,89
2020-02-20 20:49:20,88
2020-02-20 20:49:25,88
2020-02-20 20:49:32,89
2020-02-20 20:49:35,88
2020-02-20 20:49:40,87
2020-02-20 20:49:47,89
2020-02-20 20:49:50,90
2020-02-20 20:49:55,93
2020-02-20 20:50:02,96
2020-02-20 20:50:05,95
2020-02-20 20:50:10,91
2020-02-20 20:50:17,89
2020-02-20 20:50:20,90
